0,1
3,3
1,1
6,6
4,4
7,7
4,4
6,6
7,7
1,1
4,4
2,2
1,1
4,4
2,2
7,7
1,1
3,3
2,2
4,4
2,2
3,3
2,2
4,4
4,4
1,1
6,6
6,6
4,4
6,6
4,4
3,3
6,6
